datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
2005-11-09,1131474600,23.9,11.4,15.9,23.9,11.4,15.9,12.5,82.4,0.0,0.0,0.0,,,,,0.0,,1015.5,0.0,1.8,,,,06:47:34,1131499054,17:34:15,1131537855,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-10,1131561000,29.2,12.1,19.5,28.5,12.1,19.4,13.3,71.2,0.0,0.0,0.0,,,,,3.6,320.0,1014.1,6.3,2.6,,,,06:48:23,1131585503,17:33:38,1131624218,0.29,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-11,1131647400,29.1,12.1,19.3,28.3,12.1,19.2,13.1,71.6,0.0,0.0,0.0,,,,,5.4,320.0,1013.8,0.0,2.3,,,,06:49:12,1131671952,17:33:01,1131710581,0.33,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-12,1131733800,29.4,12.7,20.4,28.5,12.7,20.3,12.3,63.3,0.0,0.0,0.0,,,,,9.4,320.0,1014.2,0.0,2.0,,,,06:50:02,1131758402,17:32:27,1131796947,0.37,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-13,1131820200,30.1,15.1,20.5,29.2,15.1,20.4,12.5,63.2,0.0,0.0,0.0,,,,,14.8,320.0,1013.7,0.0,2.5,,,,06:50:52,1131844852,17:31:54,1131883314,0.4,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-14,1131906600,28.4,15.1,20.2,27.3,15.1,20.0,10.3,56.7,0.0,0.0,0.0,,,,,9.4,320.0,1014.2,0.0,2.5,,,,06:51:42,1131931302,17:31:22,1131969682,0.44,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-15,1131993000,28.1,14.4,19.9,27.2,14.4,19.8,8.8,51.0,0.0,0.0,0.0,,,,,9.4,320.0,1013.3,0.0,3.5,,,,06:52:32,1132017752,17:30:52,1132056052,0.47,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-16,1132079400,28.1,13.1,19.3,27.1,13.1,19.2,8.7,53.1,0.0,0.0,0.0,,,,,9.4,320.0,1013.0,0.0,3.5,,,,06:53:22,1132104202,17:30:23,1132142423,0.5,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-17,1132165800,26.9,10.1,17.7,26.2,10.1,17.6,7.3,54.8,0.0,0.0,0.0,,,,,11.2,320.0,1014.1,1.3,3.5,,,,06:54:13,1132190653,17:29:56,1132228796,0.54,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-18,1132252200,27.1,9.1,15.3,26.3,9.1,15.1,7.1,63.9,0.0,0.0,0.0,,,,,5.4,320.0,1013.4,6.7,4.0,,,,06:55:03,1132277103,17:29:31,1132315171,0.57,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-19,1132338600,26.4,6.4,15.5,26.4,6.4,15.5,8.6,67.1,0.0,0.0,0.0,,,,,3.6,320.0,1016.1,5.0,4.0,,,,06:55:54,1132363554,17:29:07,1132401547,0.6,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-20,1132425000,28.9,8.7,17.8,27.9,8.7,17.6,9.5,62.4,0.0,0.0,0.0,,,,,5.4,320.0,1016.3,0.0,3.7,,,,06:56:44,1132450004,17:28:45,1132487925,0.64,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-21,1132511400,28.7,9.4,17.3,27.6,9.4,17.2,9.6,65.3,0.0,0.0,0.0,,,,,5.4,320.0,1016.3,0.0,4.0,,,,06:57:35,1132536455,17:28:25,1132574305,0.67,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-22,1132597800,28.4,10.4,17.8,27.8,10.4,17.7,11.6,71.2,0.0,0.0,0.0,,,,,3.6,275.0,1014.9,0.0,4.0,,,,06:58:26,1132622906,17:28:06,1132660686,0.7,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-23,1132684200,27.4,10.4,16.7,27.0,10.4,16.7,10.9,71.9,0.0,0.0,0.0,,,,,3.6,320.0,1015.5,0.0,3.8,,,,06:59:16,1132709356,17:27:49,1132747069,0.73,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-24,1132770600,26.4,9.7,17.3,26.4,9.7,17.3,11.0,69.3,0.0,0.0,0.0,,,,,7.6,320.0,1015.8,0.0,2.6,,,,07:00:06,1132795806,17:27:34,1132833454,0.75,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-25,1132857000,26.1,10.1,16.4,26.1,10.1,16.4,9.2,68.3,0.0,0.0,0.0,,,,,0.0,,1015.9,0.0,3.6,,,,07:00:56,1132882256,17:27:20,1132919840,0.8,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-26,1132943400,26.1,10.9,16.4,26.1,10.9,16.4,11.6,76.3,0.0,0.0,0.0,,,,,0.0,,1016.4,31.4,2.9,,,,07:01:46,1132968706,17:27:08,1133006228,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-11-27,1133029800,25.1,8.4,16.1,25.1,8.4,16.1,10.4,71.6,0.0,0.0,0.0,,,,,5.4,352.2,1017.0,28.8,3.4,,,,07:02:36,1133055156,17:26:58,1133092618,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-11-28,1133116200,26.1,14.9,19.5,26.1,14.9,19.5,13.7,70.6,0.3,100.0,4.17,['rain'],,,,7.6,15.5,1016.5,48.3,2.3,,,,07:03:26,1133141606,17:26:49,1133179009,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,['42101099999'],obs,
2005-11-29,1133202600,24.1,12.1,17.7,24.1,12.1,17.7,10.2,64.3,0.0,0.0,0.0,,,,,3.6,320.0,1014.8,0.0,2.5,,,,07:04:15,1133228055,17:26:42,1133265402,0.92,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-11-30,1133289000,20.1,8.1,12.7,20.1,8.1,12.7,6.2,68.3,0.0,0.0,0.0,,,,,7.6,320.0,1013.5,0.0,4.0,,,,07:05:04,1133314504,17:26:37,1133351797,0.96,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-01,1133375400,21.1,5.1,11.3,21.1,5.1,11.3,2.8,62.4,0.0,0.0,0.0,,,,,3.6,320.0,1014.2,0.0,4.0,,,,07:05:52,1133400952,17:26:34,1133438194,0.0,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-02,1133461800,21.4,6.1,14.8,21.4,6.1,14.7,1.8,45.5,0.0,0.0,0.0,,,,,7.6,320.0,1017.7,0.0,4.0,,,,07:06:40,1133487400,17:26:32,1133524592,0.02,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-03,1133548200,18.1,7.1,14.3,18.1,7.1,14.3,2.9,49.2,0.0,0.0,0.0,,,,,5.4,320.0,1017.6,0.0,2.7,,,,07:07:27,1133573847,17:26:32,1133610992,0.06,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-04,1133634600,19.1,6.1,14.3,19.1,6.1,14.3,3.8,52.2,0.0,0.0,0.0,,,,,11.2,289.4,1015.8,0.0,2.5,,,,07:08:14,1133660294,17:26:34,1133697394,0.09,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-05,1133721000,23.7,9.7,14.9,23.7,9.2,14.8,3.9,51.2,0.0,0.0,0.0,,,,,9.4,320.0,1014.1,0.0,4.0,,,,07:09:01,1133746741,17:26:37,1133783797,0.13,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-06,1133807400,19.7,7.1,11.8,19.7,7.1,11.8,5.8,70.5,0.0,0.0,0.0,,,,,3.6,320.0,1016.4,0.0,2.6,,,,07:09:46,1133833186,17:26:43,1133870203,0.17,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-07,1133893800,23.1,7.1,14.0,23.1,7.1,14.0,6.1,65.5,0.0,0.0,0.0,,,,,0.0,,1016.2,0.0,2.6,,,,07:10:31,1133919631,17:26:49,1133956609,0.2,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-08,1133980200,23.1,6.4,13.0,23.1,6.4,13.0,7.6,74.2,0.0,0.0,0.0,,,,,3.6,320.0,1015.6,0.0,2.4,,,,07:11:16,1134006076,17:26:58,1134043018,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-09,1134066600,23.2,6.4,13.4,23.2,6.4,13.4,7.4,72.0,0.0,0.0,0.0,,,,,3.6,320.0,1015.1,0.0,3.5,,,,07:11:59,1134092519,17:27:08,1134129428,0.27,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-10,1134153000,22.7,7.1,13.1,22.7,7.1,13.1,6.9,69.8,0.0,0.0,0.0,,,,,9.4,320.0,1016.7,0.0,3.5,,,,07:12:42,1134178962,17:27:20,1134215840,0.31,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-11,1134239400,17.7,5.1,10.1,17.7,5.1,10.1,5.1,74.6,0.0,0.0,0.0,,,,,5.4,320.0,1018.0,0.0,2.3,,,,07:13:24,1134265404,17:27:33,1134302253,0.34,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-12,1134325800,21.4,5.1,11.5,21.4,5.1,11.5,5.1,71.5,0.0,0.0,0.0,,,,,0.0,,1018.7,0.0,2.8,,,,07:14:05,1134351845,17:27:48,1134388668,0.38,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-13,1134412200,20.9,6.1,12.5,20.9,6.1,12.5,5.5,67.3,0.0,0.0,0.0,,,,,7.6,320.0,1018.2,0.0,2.6,,,,07:14:45,1134438285,17:28:05,1134475085,0.41,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-14,1134498600,21.1,7.1,12.2,21.1,6.3,12.0,3.9,60.4,0.0,0.0,0.0,,,,,7.6,320.0,1016.5,0.0,3.0,,,,07:15:25,1134524725,17:28:23,1134561503,0.45,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-15,1134585000,20.7,3.7,10.4,20.7,3.7,10.4,5.7,76.5,0.0,0.0,0.0,,,,,3.6,320.0,1018.6,0.0,1.6,,,,07:16:03,1134611163,17:28:43,1134647923,0.5,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-16,1134671400,22.4,5.9,12.5,22.4,5.9,12.5,8.3,78.4,0.0,0.0,0.0,,,,,3.6,320.0,1019.6,0.0,1.6,,,,07:16:40,1134697600,17:29:05,1134734345,0.52,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-17,1134757800,16.1,5.7,8.9,16.1,5.7,8.9,6.7,87.6,0.0,0.0,0.0,,,,,0.0,,1019.5,0.0,1.5,,,,07:17:16,1134784036,17:29:28,1134820768,0.55,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-18,1134844200,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,07:17:51,1134870471,17:29:52,1134907192,0.58,,,,,comb,
2005-12-19,1134930600,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,07:18:25,1134956905,17:30:18,1134993618,0.62,,,,,comb,
2005-12-20,1135017000,20.1,4.7,12.0,20.1,4.7,12.0,8.8,83.6,0.0,0.0,0.0,,,,,0.0,,1015.3,10.0,1.4,,,,07:18:57,1135043337,17:30:45,1135080045,0.65,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-21,1135103400,19.2,6.2,11.9,19.2,6.2,11.9,9.2,85.4,0.0,0.0,0.0,,,,,3.6,140.0,1017.7,23.8,1.4,,,,07:19:28,1135129768,17:31:14,1135166474,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-12-22,1135189800,21.4,7.1,13.3,21.4,7.1,13.3,9.2,78.7,0.0,0.0,0.0,,,,,3.6,340.0,1017.0,30.0,1.5,,,,07:19:59,1135216199,17:31:44,1135252904,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-12-23,1135276200,19.2,8.1,12.3,19.2,8.1,12.3,9.5,85.5,0.0,0.0,0.0,,,,,3.6,340.0,1016.8,12.5,1.0,,,,07:20:27,1135302627,17:32:15,1135339335,0.75,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-24,1135362600,19.4,6.4,11.3,19.4,6.4,11.3,7.5,79.6,0.0,0.0,0.0,,,,,5.4,304.1,1018.2,0.0,1.0,,,,07:20:55,1135389055,17:32:48,1135425768,0.75,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-25,1135449000,16.4,7.9,10.8,16.4,7.4,10.6,8.0,84.7,0.0,0.0,0.0,,,,,5.4,329.0,1018.0,8.0,1.0,,,,07:21:21,1135475481,17:33:22,1135512202,0.81,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-26,1135535400,20.7,7.7,12.6,20.7,7.7,12.6,7.5,74.7,0.0,0.0,0.0,,,,,5.4,320.0,1017.1,13.8,1.6,,,,07:21:45,1135561905,17:33:57,1135598637,0.84,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-27,1135621800,20.7,8.1,12.6,20.7,8.1,12.6,9.2,81.4,0.0,0.0,0.0,,,,,0.0,,1017.7,43.8,1.9,,,,07:22:08,1135648328,17:34:34,1135685074,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-12-28,1135708200,21.2,6.2,12.1,21.2,6.2,12.1,8.8,82.5,0.0,0.0,0.0,,,,,0.0,,1018.0,3.8,1.4,,,,07:22:30,1135734750,17:35:11,1135771511,0.91,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-29,1135794600,20.4,5.1,11.6,20.4,5.1,11.6,8.3,82.4,0.0,0.0,0.0,,,,,3.6,320.0,1018.3,21.4,1.5,,,,07:22:50,1135821170,17:35:50,1135857950,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-12-30,1135881000,20.1,6.1,12.2,20.1,6.1,12.2,8.9,82.2,0.0,0.0,0.0,,,,,5.4,164.2,1019.3,18.6,1.3,,,,07:23:09,1135907589,17:36:30,1135944390,0.97,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-12-31,1135967400,19.1,6.2,14.5,19.1,6.2,14.5,9.4,73.0,0.0,0.0,0.0,,,,,5.4,90.0,1019.9,55.0,1.7,,,,07:23:26,1135994006,17:37:11,1136030831,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-01,1136053800,21.1,9.9,14.7,21.1,9.9,14.7,8.5,68.6,0.0,0.0,0.0,,,,,7.6,132.6,1018.2,42.5,2.5,,,,07:23:41,1136080421,17:37:51,1136117271,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-02,1136140200,20.4,12.2,15.3,20.4,12.2,15.3,9.5,69.1,0.6,100.0,4.17,['rain'],,,,11.2,126.3,1014.9,45.7,3.7,,,,07:23:55,1136166835,17:38:34,1136203714,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2006-01-03,1136226600,13.1,10.1,12.1,13.1,10.1,12.1,11.5,96.1,8.4,100.0,4.17,['rain'],,,,7.6,304.1,1017.8,84.0,0.9,,,,07:24:07,1136253247,17:39:18,1136290158,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,['42101099999'],obs,
2006-01-04,1136313000,13.1,7.4,9.5,13.1,6.5,9.0,8.1,91.5,0.0,0.0,0.0,,,,,11.2,320.0,1019.8,66.3,1.3,,,,07:24:18,1136339658,17:40:02,1136376602,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-05,1136399400,16.1,6.7,10.0,16.1,5.8,9.8,6.2,79.5,0.0,0.0,0.0,,,,,7.6,320.0,1018.7,0.0,2.6,,,,07:24:27,1136426067,17:40:48,1136463048,0.18,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-06,1136485800,13.7,2.4,8.3,13.7,2.4,8.2,3.5,74.4,0.0,0.0,0.0,,,,,5.4,320.0,1019.4,5.0,3.3,,,,07:24:35,1136512475,17:41:34,1136549494,0.21,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-07,1136572200,17.1,4.1,8.8,17.1,4.1,8.8,2.5,69.4,0.0,0.0,0.0,,,,,5.4,320.0,1019.6,0.0,3.3,,,,07:24:41,1136598881,17:42:21,1136635941,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-08,1136658600,17.1,0.7,8.3,17.1,0.7,8.3,4.3,79.2,0.0,0.0,0.0,,,,,5.4,320.0,1019.1,1.4,2.9,,,,07:24:45,1136685285,17:43:08,1136722388,0.29,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-09,1136745000,16.4,4.1,10.0,16.4,4.1,10.0,5.6,76.7,0.0,0.0,0.0,,,,,5.4,311.5,1017.7,53.8,1.9,,,,07:24:48,1136771688,17:43:56,1136808836,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-10,1136831400,19.7,7.4,13.5,19.7,7.4,13.5,5.4,60.5,0.0,0.0,0.0,,,,,3.6,320.0,1017.8,60.0,2.4,,,,07:24:49,1136858089,17:44:45,1136895285,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-11,1136917800,20.4,6.7,12.1,20.4,6.7,12.1,6.6,72.7,0.0,0.0,0.0,,,,,7.6,320.0,1015.9,0.0,2.9,,,,07:24:48,1136944488,17:45:35,1136981735,0.39,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-12,1137004200,22.7,4.4,12.6,22.7,4.4,12.6,7.9,77.1,0.0,0.0,0.0,,,,,5.4,322.8,1015.7,10.0,2.1,,,,07:24:46,1137030886,17:46:25,1137068185,0.43,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-13,1137090600,22.1,9.9,14.4,22.1,9.5,14.4,7.5,67.3,0.0,0.0,0.0,,,,,7.6,304.6,1014.2,35.0,3.7,,,,07:24:42,1137117282,17:47:15,1137154635,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-14,1137177000,22.4,8.2,14.7,22.4,8.2,14.6,7.8,67.2,0.0,0.0,0.0,,,,,5.4,314.9,1014.3,37.5,3.8,,,,07:24:36,1137203676,17:48:06,1137241086,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-15,1137263400,20.2,13.1,16.4,20.2,13.1,16.4,11.3,72.3,0.0,0.0,0.0,,,,,5.4,94.3,1013.8,84.3,3.1,,,,07:24:29,1137290069,17:48:57,1137327537,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-16,1137349800,18.2,15.7,16.7,18.2,15.7,16.7,11.7,72.8,1.0,100.0,4.17,['rain'],,,,9.4,132.9,1013.6,100.0,2.6,,,,07:24:19,1137376459,17:49:48,1137413988,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2006-01-17,1137436200,19.7,14.9,17.2,19.7,14.9,17.2,11.7,70.6,0.0,0.0,0.0,,,,,9.4,124.6,1010.9,100.0,2.8,,,,07:24:09,1137462849,17:50:40,1137500440,0.59,Overcast,Cloudy skies throughout the day.,cloudy,['42101099999'],obs,
2006-01-18,1137522600,21.4,11.4,16.1,21.4,11.4,16.1,13.8,87.2,0.0,0.0,0.0,,,,,3.6,225.0,1014.0,88.6,1.0,,,,07:23:56,1137549236,17:51:32,1137586892,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-19,1137609000,20.7,10.1,14.6,20.7,10.1,14.6,9.7,76.0,0.0,0.0,0.0,,,,,5.4,305.6,1016.4,38.3,2.4,,,,07:23:42,1137635622,17:52:24,1137673344,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-20,1137695400,21.1,8.1,13.1,21.1,8.1,13.1,7.7,71.8,0.0,0.0,0.0,,,,,5.4,309.7,1016.5,17.1,4.0,,,,07:23:26,1137722006,17:53:17,1137759797,0.69,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-21,1137781800,19.6,9.7,13.4,19.6,9.2,13.4,5.4,61.0,0.0,0.0,0.0,,,,,11.2,320.0,1018.1,8.8,4.0,,,,07:23:09,1137808389,17:54:10,1137846250,0.73,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-22,1137868200,17.4,8.1,11.7,17.4,8.1,11.7,4.9,65.3,0.0,0.0,0.0,,,,,9.4,314.1,1015.3,35.0,4.0,,,,07:22:50,1137894770,17:55:02,1137932702,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-23,1137954600,18.7,3.9,11.0,18.7,3.9,11.0,6.3,75.5,0.0,0.0,0.0,,,,,9.4,320.0,1016.3,0.0,3.5,,,,07:22:29,1137981149,17:55:55,1138019155,0.79,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-24,1138041000,19.1,7.1,12.8,19.1,7.1,12.8,7.0,70.1,0.0,0.0,0.0,,,,,9.4,320.0,1019.3,1.4,4.0,,,,07:22:07,1138067527,17:56:48,1138105608,0.82,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-25,1138127400,18.7,5.9,12.2,18.7,5.9,12.2,6.7,72.1,0.0,0.0,0.0,,,,,9.4,305.1,1020.4,12.9,3.1,,,,07:21:43,1138153903,17:57:41,1138192061,0.86,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-26,1138213800,20.2,4.7,12.6,20.2,4.7,12.6,8.2,76.8,0.0,0.0,0.0,,,,,9.4,291.0,1022.5,14.3,3.7,,,,07:21:18,1138240278,17:58:34,1138278514,0.89,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-01-27,1138300200,19.1,6.4,13.0,19.1,6.4,13.0,8.9,78.1,0.0,0.0,0.0,,,,,11.2,305.7,1019.9,30.0,3.0,,,,07:20:51,1138326651,17:59:27,1138364967,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-28,1138386600,22.7,8.7,14.3,22.7,8.7,14.3,9.4,76.5,0.0,0.0,0.0,,,,,3.6,272.9,1017.5,55.0,2.9,,,,07:20:22,1138413022,18:00:19,1138451419,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-29,1138473000,21.2,7.4,14.5,21.2,7.4,14.5,10.0,76.6,0.0,0.0,0.0,,,,,3.6,320.0,1016.8,20.0,3.3,,,,07:19:52,1138499392,18:01:12,1138537872,0.0,Clear,Partly cloudy throughout the day.,clear-day,['42101099999'],obs,
2006-01-30,1138559400,23.9,10.4,16.4,23.9,10.4,16.4,12.2,78.4,0.0,0.0,0.0,,,,,5.4,302.2,1017.4,31.4,3.0,,,,07:19:20,1138585760,18:02:04,1138624324,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-01-31,1138645800,24.2,9.1,15.5,24.2,9.1,15.5,11.6,79.7,0.0,0.0,0.0,,,,,3.6,320.0,1019.0,35.0,2.9,,,,07:18:47,1138672127,18:02:57,1138710777,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-02-01,1138732200,21.1,11.9,15.8,21.1,11.9,15.8,11.0,74.1,0.0,0.0,0.0,,,,,3.6,312.3,1019.4,75.0,2.4,,,,07:18:13,1138758493,18:03:49,1138797229,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-02-02,1138818600,24.2,11.2,15.6,24.2,11.2,15.6,10.9,76.3,0.0,0.0,0.0,,,,,11.2,296.8,1018.3,16.3,3.3,,,,07:17:37,1138844857,18:04:41,1138883681,0.13,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-02-03,1138905000,24.4,11.9,16.9,24.4,11.9,16.9,11.2,71.9,0.0,0.0,0.0,,,,,13.0,282.7,1018.4,1.3,3.8,,,,07:16:59,1138931219,18:05:33,1138970133,0.16,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-02-04,1138991400,24.2,11.9,16.1,24.2,11.9,16.1,10.6,73.0,0.0,0.0,0.0,,,,,9.4,315.6,1017.8,4.3,4.0,,,,07:16:20,1139017580,18:06:24,1139056584,0.19,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-02-05,1139077800,26.7,11.4,17.6,26.7,11.4,17.6,11.4,70.8,0.0,0.0,0.0,,,,,5.4,296.8,1015.7,11.3,3.5,,,,07:15:40,1139103940,18:07:15,1139143035,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-02-06,1139164200,24.4,10.1,16.9,24.4,10.1,16.9,12.9,79.4,0.0,0.0,0.0,,,,,5.4,181.8,1016.5,38.8,2.8,,,,07:14:59,1139190299,18:08:06,1139229486,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-02-07,1139250600,25.4,9.9,16.3,25.4,9.9,16.3,12.0,79.0,0.0,0.0,0.0,,,,,0.0,,1015.3,58.6,2.5,,,,07:14:16,1139276656,18:08:57,1139315937,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-02-08,1139337000,25.7,14.2,18.7,25.7,14.2,18.7,13.2,73.0,0.0,0.0,0.0,,,,,5.4,103.7,1017.0,27.5,3.5,,,,07:13:31,1139363011,18:09:47,1139402387,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2006-02-09,1139423400,24.2,11.2,16.6,24.2,11.2,16.6,13.8,84.5,0.0,0.0,0.0,,,,,0.0,,1018.7,0.0,2.9,,,,07:12:46,1139449366,18:10:37,1139488837,0.37,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-02-10,1139509800,25.2,11.1,17.5,25.2,11.1,17.5,13.1,77.7,0.0,0.0,0.0,,,,,5.4,280.5,1017.5,7.5,3.3,,,,07:11:59,1139535719,18:11:27,1139575287,0.4,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2006-02-11,1139596200,26.4,12.1,18.0,26.4,12.1,18.0,12.9,75.1,0.0,0.0,0.0,,,,,3.6,270.0,1015.0,3.8,2.6,,,,07:11:11,1139622071,18:12:16,1139661736,0.43,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
